date,Unnamed: 0,dscamt,SKY,PRE,WF,RN_ST,MIN,MAX,MIN_L,MIN_H,MAX_L,MAX_H
2019-12-04,3,396985758.0,0.0,0.0,0.0,10,-3.0,5.0,3.0,3.0,3.0,2.0
2019-12-05,4,364589895.0,0.0,0.0,0.0,10,-6.0,2.0,3.0,3.0,3.0,2.0
2019-12-06,5,360386531.0,0.0,0.0,0.0,10,-7.0,2.0,3.0,3.0,3.0,2.0
2019-12-07,6,395314050.0,2.0,0.0,1.0,30,-5.0,4.0,3.0,3.0,3.0,2.0
2019-12-08,7,483384266.0,0.0,0.0,0.0,10,-4.0,4.0,3.0,3.0,3.0,2.0
2019-12-09,8,463688700.0,0.0,0.0,0.0,20,-3.0,5.0,3.0,3.0,3.0,3.0
2019-12-10,9,406536030.0,0.0,0.0,0.0,20,-1.0,6.0,3.0,3.0,3.0,3.0
2019-12-11,10,383173810.0,0.0,0.0,0.0,20,-1.3333333333333333,6.333333333333333,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665
2019-12-12,11,370752685.0,0.0,0.0,0.0,20,-1.6666666666666665,6.666666666666667,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335
2019-12-13,12,366816066.0,0.0,0.0,0.0,10,-2.0,7.0,2.0,2.0,2.0,2.0
2019-12-14,13,386275265.0,2.0,2.0,1.0,100.0,1.0,6.0,3.0,2.0,3.0,2.0
2019-12-15,14,472814268.0,0.0,0.0,0.0,10,-2.0,6.0,3.0,2.0,2.0,3.0
2019-12-16,15,456886683.0,2.0,0.0,1.0,30,2.0,7.0,3.0,2.0,2.0,2.0
2019-12-17,16,356458448.0,3.0,1.0,2.0,100.0,4.0,7.0,3.0,3.0,3.0,2.0
2019-12-18,17,347341587.0,0.0,0.0,0.0,20,1.0,5.0,3.0,3.0,3.0,2.0
2019-12-19,18,373373665.0,0.0,0.0,0.0,20,-3.0,3.0,1.0,3.0,2.0,2.0
2019-12-20,19,352512747.0,0.0,0.0,0.0,20,-2.3333333333333335,4.333333333333333,1.3333333333333333,2.6666666666666665,2.0,2.0
2019-12-21,20,383467224.0,0.0,0.0,0.0,20,-1.6666666666666667,5.666666666666666,1.6666666666666665,2.3333333333333335,2.0,2.0
2019-12-22,21,450133756.0,2.0,0.0,1.0,30,-1.0,7.0,2.0,2.0,2.0,2.0
2019-12-23,22,432556458.0,2.0,2.0,1.0,100.0,0.0,6.0,2.0,2.0,2.0,2.0
2019-12-24,23,378107336.0,0.0,0.0,0.0,10,-1.0,7.0,2.0,2.0,2.0,2.0
2019-12-25,24,388811048.0,2.0,0.0,1.0,30,1.0,7.0,3.0,3.0,3.0,3.0
2019-12-26,25,411689396.0,2.0,0.0,1.0,30,0.0,5.0,3.0,3.0,3.0,3.0
2019-12-27,26,361657639.0,0.0,0.0,0.0,20,-3.0,4.0,2.0,5.0,3.0,2.0
2019-12-28,27,386459889.0,0.0,0.0,0.0,20,-3.0,4.0,3.0,3.0,3.0,3.0
2019-12-29,28,438240115.0,0.0,0.0,0.0,20,-5.333333333333334,2.0,2.3333333333333335,3.0,2.3333333333333335,2.6666666666666665
2019-12-30,29,436021928.0,0.0,0.0,0.0,20,-7.666666666666667,0.0,1.6666666666666667,3.0,1.6666666666666667,2.3333333333333335
2019-12-31,30,390707739.0,0.0,0.0,0.0,0,-10.0,-2.0,1.0,3.0,1.0,2.0
2020-01-01,31,348222237.0,2.0,0.0,1.0,30,-7.0,1.0,1.0,2.0,1.0,2.0
2020-01-02,32,375193766.0,2.0,0.0,1.0,30,-3.0,5.0,2.0,2.0,2.0,2.0
2020-01-03,33,323640074.0,0.0,0.0,0.0,0,-4.0,4.0,2.0,4.0,2.0,2.0
2020-01-04,34,333024738.0,0.0,0.0,0.0,0,-4.0,3.0,3.0,3.0,3.0,1.0
2020-01-05,35,391434077.0,0.0,0.0,0.0,10,-5.0,4.0,2.0,3.0,1.0,2.0
2020-01-06,36,364887327.0,2.0,0.0,1.0,30,-4.0,4.0,2.0,3.0,2.0,2.0
2020-01-07,37,299778668.0,2.0,0.0,1.0,30,-4.0,3.6666666666666665,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.6666666666666667
2020-01-08,38,365421926.0,2.0,0.0,1.0,30,-4.0,3.3333333333333335,1.3333333333333335,1.6666666666666667,1.3333333333333335,1.3333333333333335
2020-01-09,39,322672397.0,0.0,0.0,0.0,0,-4.0,3.0,1.0,1.0,1.0,1.0
2020-01-10,40,313119048.0,3.0,0.0,2.0,30,-4.0,4.0,2.0,1.0,1.0,1.0
2020-01-11,41,325355928.0,2.0,0.0,1.0,20,-2.0,5.0,1.0,1.0,1.0,1.0
2020-01-12,42,389972694.0,3.0,0.0,2.0,30,-2.0,3.0,1.0,2.0,1.0,1.0
2020-01-13,43,371951238.0,0.0,0.0,0.0,10,-4.0,3.0,1.0,1.0,1.0,2.0
2020-01-14,44,337060197.0,0.0,0.0,0.0,20,-4.0,3.0,2.0,2.0,1.0,1.0
2020-01-15,45,314924479.0,0.0,0.0,0.0,10,-5.0,3.0,3.0,2.0,1.0,2.0
2020-01-16,46,313698777.0,0.0,0.0,0.0,10,-4.666666666666667,3.6666666666666665,2.6666666666666665,1.6666666666666667,1.0,1.6666666666666667
2020-01-17,47,315648135.0,0.0,0.0,0.0,10,-4.333333333333333,4.333333333333333,2.3333333333333335,1.3333333333333335,1.0,1.3333333333333335
2020-01-18,48,335051427.0,0.0,0.0,0.0,0,-4.0,5.0,2.0,1.0,1.0,1.0
2020-01-19,49,404741698.0,3.0,0.0,2.0,30,-2.0,4.0,2.0,1.0,1.0,2.0
2020-01-20,50,396473627.0,0.0,0.0,0.0,10,-2.0,4.0,2.0,2.0,1.0,2.0
2020-01-21,51,373556658.0,2.0,0.0,1.0,20,-3.0,4.0,2.0,2.0,1.0,2.0
2020-01-22,52,386682696.0,3.0,0.0,2.0,30,-3.0,5.0,2.0,2.0,2.0,2.0
2020-01-23,53,465719695.0,3.0,0.0,2.0,30,-2.0,4.0,2.0,2.0,2.0,2.0
2020-01-24,54,505343638.0,3.0,0.0,2.0,30,-3.0,2.0,2.0,2.0,2.0,2.0
2020-01-25,55,316299388.0,3.0,0.0,2.0,30,-1.0,3.666666666666667,1.6666666666666667,2.0,2.0,2.0
2020-01-26,56,344878396.0,3.0,0.0,2.0,30,1.0,5.333333333333334,1.3333333333333335,2.0,2.0,2.0
2020-01-27,57,461775567.0,3.0,0.0,2.0,40,3.0,7.0,1.0,2.0,2.0,2.0
2020-01-28,58,430463806.0,3.0,1.0,2.0,100.0,3.0,9.0,1.0,2.0,2.0,2.0
2020-01-29,59,362058224.0,3.0,0.0,2.0,40,3.0,9.0,1.0,2.0,2.0,2.0
2020-01-30,60,354835548.0,3.0,0.0,2.0,40,2.0,7.0,2.0,2.0,2.0,2.0
2020-01-31,61,337927487.0,2.0,0.0,1.0,30,1.0,6.0,2.0,2.0,2.0,2.0
2020-02-01,62,429461099.0,2.0,0.0,1.0,30,-1.0,5.0,2.0,2.0,2.0,2.0
2020-02-02,63,527034709.0,2.0,0.0,1.0,30,-2.0,4.0,2.0,2.0,2.0,2.0
2020-02-03,64,478431729.0,2.0,0.0,1.0,30,-4.666666666666666,1.6666666666666665,2.0,1.6666666666666667,2.0,2.0
2020-02-04,65,401785108.0,2.0,0.0,1.0,30,-7.333333333333333,-0.666666666666667,2.0,1.3333333333333335,2.0,2.0
2020-02-05,66,359178804.0,0.0,0.0,0.0,0,-10.0,-3.0,2.0,1.0,2.0,2.0
2020-02-06,67,380987468.0,0.0,0.0,0.0,0,-10.0,0.0,2.0,1.0,2.0,2.0
2020-02-07,68,392977896.0,2.0,0.0,1.0,30,-6.0,3.0,2.0,2.0,2.0,2.0
2020-02-08,69,437717447.0,0.0,0.0,0.0,10,-3.0,5.0,2.0,2.0,2.0,2.0
2020-02-09,70,446041605.0,0.0,0.0,0.0,20,-2.0,6.0,2.0,2.0,2.0,2.0
2020-02-10,71,463184867.0,0.0,0.0,0.0,10,0.0,7.0,2.0,2.0,2.0,2.0
2020-02-11,72,408404808.0,0.0,0.0,0.0,20,-1.0,8.0,2.0,3.0,2.0,2.0
2020-02-12,73,350307804.0,0.0,0.0,0.0,20,0.6666666666666667,9.0,2.0,2.6666666666666665,2.0,1.6666666666666667
2020-02-13,74,412026428.0,0.0,0.0,0.0,20,2.3333333333333335,10.0,2.0,2.3333333333333335,2.0,1.3333333333333335
2020-02-14,75,381794964.0,2.0,0.0,1.0,30,4.0,11.0,2.0,2.0,2.0,1.0
2020-02-15,76,400404520.0,2.0,0.0,1.0,20,3.0,10.0,2.0,1.0,4.0,2.0
2020-02-16,77,442399253.0,3.0,1.0,2.0,100.0,1.0,4.0,4.0,2.0,4.0,3.0
2020-02-17,78,418656469.0,0.0,0.0,0.0,20,-4.0,3.0,4.0,2.0,2.0,3.0
2020-02-18,79,400966357.0,0.0,0.0,0.0,10,-6.0,3.0,2.0,2.0,1.0,2.0
2020-02-19,80,386253756.0,0.0,0.0,0.0,0,-5.0,5.0,2.0,1.0,1.0,2.0
2020-02-20,81,383552549.0,0.0,0.0,0.0,0,-3.0,7.0,2.0,1.0,1.0,1.0
2020-02-21,82,366046189.0,0.0,0.0,0.0,0,-3.0,7.333333333333333,1.3333333333333335,1.0,0.6666666666666667,1.0
2020-02-22,83,408953334.0,0.0,0.0,0.0,0,-3.0,7.666666666666667,0.6666666666666667,1.0,0.33333333333333337,1.0
2020-02-23,84,515354604.0,0.0,0.0,0.0,0,-3.0,8.0,0.0,1.0,0.0,1.0
2020-02-24,85,416321316.0,2.0,0.0,1.0,20,2.0,11.0,2.0,1.0,1.0,1.0
2020-02-25,86,406501475.0,3.0,1.0,2.0,100.0,4.0,12.0,2.0,3.0,1.0,1.0
2020-02-26,87,432852683.0,2.0,0.0,1.0,20,3.0,10.0,1.0,1.0,1.0,1.0
2020-02-27,88,415804737.0,0.0,0.0,0.0,0,1.0,10.0,2.0,1.0,1.0,1.0
2020-02-28,89,364290825.0,3.0,1.0,2.0,100.0,2.0,8.0,1.0,2.0,1.0,2.0
2020-02-29,90,463052027.0,3.0,0.0,2.0,40,2.0,9.0,1.0,2.0,2.0,2.0
2020-03-01,91,497354264.0,3.0,0.0,2.0,40,1.3333333333333335,9.666666666666666,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667
2020-03-02,92,455547442.0,3.0,0.0,2.0,40,0.6666666666666667,10.333333333333334,1.0,1.3333333333333335,1.3333333333333335,1.3333333333333335
2020-03-03,93,419949317.0,0.0,0.0,0.0,0,0.0,11.0,1.0,1.0,1.0,1.0
2020-03-04,94,370529248.0,3.0,2.0,2.0,100.0,1.0,5.0,1.0,1.0,1.0,1.0
2020-03-05,95,396034585.0,0.0,0.0,0.0,0,-2.0,8.0,0.0,1.0,1.0,1.0
2020-03-06,96,382705351.0,2.0,0.0,1.0,20,-1.0,8.0,1.0,1.0,1.0,1.0
2020-03-07,97,412423367.0,2.0,0.0,1.0,20,0.0,11.0,1.0,2.0,1.0,1.0
2020-03-08,98,500313866.0,0.0,0.0,0.0,20,3.0,14.0,2.0,1.0,1.0,2.0
2020-03-09,99,451867058.0,3.0,1.0,2.0,100.0,5.0,13.0,2.0,2.0,4.0,2.0
2020-03-10,100,368743027.0,3.0,1.0,2.0,100.0,4.0,13.0,1.6666666666666667,1.6666666666666667,2.666666666666667,1.3333333333333335
2020-03-11,101,414654446.0,3.0,1.0,2.0,100.0,3.0,13.0,1.3333333333333335,1.3333333333333335,1.3333333333333335,0.6666666666666667
2020-03-12,102,383028618.0,0.0,0.0,0.0,0,2.0,13.0,1.0,1.0,0.0,0.0
2020-03-13,103,371447367.0,3.0,1.0,2.0,100.0,2.0,6.0,2.0,2.0,1.0,2.0
2020-03-14,104,399625388.0,0.0,0.0,0.0,10,-2.0,8.0,1.0,2.0,1.0,1.0
2020-03-15,105,396281425.0,0.0,0.0,0.0,10,0.0,9.0,1.0,1.0,1.0,1.0
2020-03-16,106,453694787.0,0.0,0.0,0.0,0,1.0,11.0,1.0,2.0,1.0,1.0
2020-03-17,107,400500629.0,0.0,0.0,0.0,20,3.0,13.0,1.0,2.0,1.0,1.0
2020-03-18,108,404285743.0,0.0,0.0,0.0,20,5.0,13.0,2.0,1.0,1.0,1.0
2020-03-19,109,364760475.0,0.0,0.0,0.0,20,5.333333333333333,14.0,1.6666666666666667,1.0,1.0,1.0
2020-03-20,110,401245277.0,0.0,0.0,0.0,20,5.666666666666667,15.0,1.3333333333333335,1.0,1.0,1.0
2020-03-21,111,410746322.0,0.0,0.0,0.0,10,6.0,16.0,1.0,1.0,1.0,1.0
2020-03-22,112,487748541.0,0.0,0.0,0.0,20,5.0,15.0,2.0,2.0,1.0,1.0
2020-03-23,113,453757000.0,0.0,0.0,0.0,10,5.0,15.0,1.0,2.0,1.0,2.0
2020-03-24,114,407430665.0,0.0,0.0,0.0,0,5.0,17.0,2.0,3.0,2.0,2.0
2020-03-25,115,398759596.0,2.0,0.0,1.0,30,7.0,17.0,3.0,3.0,2.0,2.0
2020-03-26,116,388213388.0,3.0,1.0,2.0,100.0,9.0,17.0,2.0,2.0,2.0,2.0
2020-03-27,117,385708428.0,2.0,0.0,1.0,30,9.0,16.0,3.0,2.0,3.0,3.0
2020-03-28,118,404017755.0,2.0,0.0,1.0,30,7.666666666666667,16.333333333333332,3.0,1.6666666666666667,2.3333333333333335,2.3333333333333335
2020-03-29,119,483661885.0,2.0,0.0,1.0,30,6.333333333333334,16.666666666666668,3.0,1.3333333333333335,1.6666666666666667,1.6666666666666667
2020-03-30,120,449727214.0,0.0,0.0,0.0,0,5.0,17.0,3.0,1.0,1.0,1.0
2020-03-31,121,401987956.0,2.0,0.0,1.0,20,8.0,18.0,4.0,2.0,1.0,1.0
2020-04-01,122,381690843.0,2.0,0.0,1.0,30,8.0,18.0,2.0,2.0,1.0,1.0
2020-04-02,123,390235498.0,0.0,0.0,0.0,20,6.0,15.0,1.0,1.0,2.0,2.0
2020-04-03,124,376387027.0,0.0,0.0,0.0,10,6.0,16.0,2.0,2.0,1.0,1.0
2020-04-04,125,392373407.0,0.0,0.0,0.0,10,6.0,16.0,3.0,1.0,1.0,1.0
2020-04-05,126,479412419.0,0.0,0.0,0.0,10,7.0,16.0,3.0,2.0,2.0,1.0
2020-04-06,127,442498267.0,0.0,0.0,0.0,10,6.0,15.333333333333334,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333
2020-04-07,128,402605975.0,0.0,0.0,0.0,10,5.0,14.666666666666666,1.6666666666666667,1.3333333333333335,1.3333333333333335,1.6666666666666665
2020-04-08,129,383271277.0,0.0,0.0,0.0,0,4.0,14.0,1.0,1.0,1.0,2.0
2020-04-09,130,380934115.0,0.0,0.0,0.0,0,5.0,16.0,1.0,1.0,1.0,1.0
2020-04-10,131,371727718.0,0.0,0.0,0.0,10,6.0,17.0,2.0,1.0,1.0,1.0
2020-04-11,132,396112576.0,0.0,0.0,0.0,10,7.0,17.0,1.0,1.0,1.0,1.0
2020-04-12,133,400194943.0,0.0,0.0,0.0,20,7.0,17.0,3.0,1.0,2.0,1.0
2020-04-13,134,433063064.0,0.0,0.0,0.0,20,7.0,17.0,2.0,2.0,1.0,1.0
2020-04-14,135,390865769.0,0.0,0.0,0.0,0,9.0,19.0,2.0,3.0,2.0,1.0
2020-04-15,136,398945646.0,0.0,0.0,0.0,0,9.333333333333334,18.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.0
2020-04-16,137,419498957.0,0.0,0.0,0.0,0,9.666666666666666,17.0,1.3333333333333335,1.6666666666666667,1.3333333333333335,1.0
2020-04-17,138,350376816.0,3.0,1.0,2.0,100.0,10.0,16.0,1.0,1.0,1.0,1.0
2020-04-18,139,421626074.0,0.0,0.0,0.0,20,8.0,19.0,1.0,1.0,1.0,1.0
2020-04-19,140,420337464.0,2.0,0.0,1.0,30,9.0,18.0,1.0,1.0,2.0,2.0
2020-04-20,141,472733467.0,2.0,0.0,1.0,40,9.0,18.0,2.0,2.0,2.0,2.0
2020-04-21,142,389263059.0,0.0,0.0,0.0,20,8.0,16.0,2.0,2.0,3.0,2.0
2020-04-22,143,375171108.0,0.0,0.0,0.0,20,8.0,16.0,3.0,2.0,2.0,2.0
2020-04-23,144,382472979.0,0.0,0.0,0.0,10,7.0,16.0,2.0,2.0,2.0,2.0
2020-04-24,145,373075707.0,0.0,0.0,0.0,10,7.0,16.666666666666668,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667
2020-04-25,146,397941157.0,0.0,0.0,0.0,10,7.0,17.333333333333332,1.3333333333333335,1.3333333333333335,1.3333333333333335,1.3333333333333335
2020-04-26,147,478295543.0,0.0,0.0,0.0,0,7.0,18.0,1.0,1.0,1.0,1.0
2020-04-27,148,449579139.0,0.0,0.0,0.0,10,7.0,17.0,1.0,1.0,1.0,1.0
2020-04-28,149,401041696.0,0.0,0.0,0.0,0,8.0,19.0,2.0,1.0,1.0,1.0
2020-04-29,150,395589483.0,0.0,0.0,0.0,0,9.0,20.0,2.0,1.0,1.0,1.0
2020-04-30,151,391772042.0,0.0,0.0,0.0,20,10.0,21.0,2.0,1.0,1.0,1.0
2020-05-01,152,396479098.0,0.0,0.0,0.0,20,12.0,24.0,1.0,1.0,2.0,2.0
2020-05-02,153,459429702.0,2.0,0.0,1.0,30,13.0,24.0,2.0,1.0,1.0,2.0
2020-05-03,154,472245768.0,2.0,0.0,1.0,30,13.0,24.333333333333332,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667
2020-05-04,155,465219705.0,2.0,0.0,1.0,30,13.0,24.666666666666668,1.3333333333333335,1.0,1.6666666666666665,1.3333333333333335
2020-05-05,156,436628291.0,2.0,0.0,1.0,30,13.0,25.0,1.0,1.0,2.0,1.0
2020-05-06,157,465230083.0,0.0,0.0,0.0,0,13.0,27.0,1.0,1.0,2.0,2.0
2020-05-07,158,416423347.0,0.0,0.0,0.0,0,14.0,27.0,2.0,1.0,2.0,2.0
2020-05-08,159,389368358.0,2.0,0.0,1.0,30,14.0,25.0,1.0,2.0,3.0,3.0
2020-05-09,160,381701539.0,3.0,0.0,2.0,40,15.0,23.0,2.0,2.0,2.0,1.0
2020-05-10,161,544924360.0,2.0,0.0,1.0,30,13.0,24.0,1.0,2.0,2.0,2.0
2020-05-11,162,497454136.0,0.0,0.0,0.0,20,13.0,24.0,2.0,2.0,2.0,2.0
2020-05-12,163,431052038.0,0.0,0.0,0.0,20,12.666666666666666,24.333333333333332,2.3333333333333335,2.0,1.6666666666666667,1.6666666666666667
2020-05-13,164,418186594.0,0.0,0.0,0.0,20,12.333333333333334,24.666666666666668,2.6666666666666665,2.0,1.3333333333333335,1.3333333333333335
2020-05-14,165,414822112.0,2.0,0.0,1.0,30,12.0,25.0,3.0,2.0,1.0,1.0
2020-05-15,166,354875736.0,3.0,1.0,2.0,100.0,15.0,24.0,2.0,2.0,2.0,2.0
2020-05-16,167,468539738.0,3.0,0.0,2.0,40,15.0,23.0,2.0,2.0,2.0,2.0
2020-05-17,168,555143084.0,3.0,0.0,2.0,40,15.0,25.0,2.0,2.0,2.0,2.0
2020-05-18,169,448763432.0,0.0,0.0,0.0,20,14.0,23.0,2.0,2.0,2.0,2.0
2020-05-19,170,457245127.0,2.0,0.0,1.0,30,15.0,24.0,3.0,2.0,2.0,2.0
2020-05-20,171,432692606.0,0.0,0.0,0.0,20,14.0,23.0,2.0,2.0,2.0,2.0
2020-05-21,172,415997604.0,0.0,0.0,0.0,20,14.333333333333334,23.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0
2020-05-22,173,414684839.0,0.0,0.0,0.0,20,14.666666666666666,23.0,1.3333333333333335,1.3333333333333335,1.3333333333333335,2.0
2020-05-23,174,457254626.0,2.0,0.0,1.0,20,15.0,23.0,1.0,1.0,1.0,2.0
2020-05-24,175,528492979.0,3.0,1.0,2.0,100.0,15.0,22.0,1.0,1.0,1.0,2.0
2020-05-25,176,505499687.0,2.0,0.0,1.0,30,15.0,23.0,1.0,1.0,2.0,1.0
2020-05-26,177,421979856.0,0.0,0.0,0.0,10,15.0,24.0,1.0,1.0,1.0,1.0
2020-05-27,178,440227915.0,0.0,0.0,0.0,10,15.0,25.0,2.0,2.0,2.0,2.0
2020-05-28,179,425453107.0,0.0,0.0,0.0,10,15.0,25.0,2.0,2.0,2.0,2.0
2020-05-29,180,431839736.0,0.0,0.0,0.0,20,16.0,25.0,2.0,2.0,2.0,2.0
2020-05-30,181,475735880.0,0.0,0.0,0.0,20,16.333333333333332,25.333333333333332,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667
2020-05-31,182,562354033.0,0.0,0.0,0.0,20,16.666666666666668,25.666666666666668,1.3333333333333335,1.3333333333333335,2.0,1.3333333333333335
2020-06-01,183,558959533.24,3.0,0.0,2.0,40,17.0,26.0,1.0,1.0,2.0,1.0
2020-06-02,184,555565033.48,2.0,0.0,1.0,30,17.0,24.0,1.0,1.0,2.0,1.0
2020-06-03,185,552170533.72,3.0,0.0,2.0,40,18.0,27.0,1.0,1.0,1.0,2.0
2020-06-04,186,548776033.96,0.0,0.0,0.0,20,17.0,26.0,1.0,1.0,1.0,2.0
2020-06-05,187,545381534.2,2.0,0.0,1.0,20,17.0,27.0,1.0,2.0,2.0,2.0
2020-06-06,188,541987034.44,0.0,0.0,0.0,20,18.0,28.0,2.0,2.0,1.0,2.0
2020-06-07,189,538592534.68,0.0,0.0,0.0,20,18.0,27.0,1.0,2.0,2.0,1.0
2020-06-10,190,535198034.92,2.0,0.0,1.0,30,20.0,31.0,2.0,1.0,1.0,2.0
2020-06-11,191,531803535.16,0.0,0.0,0.0,20,21.0,30.0,1.0,1.0,3.0,1.0
2020-06-12,192,528409035.4,2.0,0.0,1.0,30,20.0,29.0,1.0,1.0,2.0,2.0
2020-06-13,193,525014535.64,2.0,0.0,1.0,30,19.0,29.0,1.0,2.0,2.0,1.0
2020-06-14,194,521620035.88,2.0,0.0,1.0,30,19.0,29.0,1.0,1.0,2.0,1.0
2020-06-15,195,518225536.12,2.0,0.0,1.0,30,19.0,28.0,1.0,1.0,2.0,2.0
2020-06-16,196,514831036.36,2.0,0.0,1.0,30,19.0,28.0,2.0,2.0,2.0,2.0
2020-06-19,197,511436536.6,2.0,0.0,1.0,20,20.0,32.0,1.0,1.0,2.0,1.0
2020-06-20,198,508042036.84000003,0.0,0.0,0.0,0,20.0,31.0,1.0,1.0,1.0,2.0
2020-06-21,199,504647537.08,0.0,0.0,0.0,0,21.0,31.0,1.0,1.0,2.0,1.0
2020-06-22,200,501253037.32,0.0,0.0,0.0,0,21.0,32.0,1.0,0.0,2.0,3.0
2020-06-23,201,497858537.56,2.0,0.0,1.0,30,21.0,32.0,1.0,1.0,1.0,3.0
2020-06-24,202,494464037.8,3.0,0.0,2.0,40,21.0,31.0,1.0,1.0,2.0,2.0
2020-06-25,203,491069538.04,3.0,1.0,2.0,100.0,21.0,29.0,1.0,1.0,3.0,3.0
2020-06-28,204,487675038.28,2.0,0.0,1.0,20,22.0,30.0,1.0,1.0,2.0,2.0
2020-06-29,205,484280538.52,2.0,0.0,1.0,30,22.0,29.0,1.0,2.0,3.0,1.0
2020-06-30,206,480886038.76,0.0,0.0,0.0,20,22.0,30.0,1.0,1.0,2.0,1.0
2020-07-01,207,477491539.0,0.0,0.0,0.0,20,21.0,29.0,2.0,1.0,1.0,1.0
2020-07-02,208,460808163.0,2.0,0.0,1.0,30,21.0,29.0,2.0,1.0,1.0,1.0
2020-07-03,209,458795872.0,3.0,0.0,2.0,40,22.0,29.0,1.0,1.0,1.0,1.0
2020-07-04,210,489716765.0,3.0,1.0,2.0,100.0,22.0,28.0,1.0,1.0,2.0,2.0
2020-07-05,211,588588577.0,3.0,1.0,2.0,100.0,22.0,28.333333333333332,1.0,1.0,1.6666666666666667,1.6666666666666667
2020-07-06,212,537433209.0,3.0,1.0,2.0,100.0,22.0,28.666666666666668,1.0,1.0,1.3333333333333335,1.3333333333333335
2020-07-07,213,478781299.0,2.0,0.0,1.0,20,22.0,29.0,1.0,1.0,1.0,1.0
2020-07-08,214,469760561.0,2.0,0.0,1.0,30,22.0,29.0,1.0,1.0,2.0,1.0
2020-07-09,215,463524493.0,2.0,0.0,1.0,30,22.0,30.0,1.0,1.0,2.0,1.0
2020-07-10,216,446150859.0,2.0,0.0,1.0,30,23.0,29.0,1.0,1.0,2.0,1.0
2020-07-11,217,506647398.0,3.0,1.0,2.0,100.0,23.0,27.0,1.0,1.0,1.0,2.0
2020-07-12,218,546919533.0,3.0,1.0,2.0,100.0,23.0,27.0,2.0,1.0,1.0,2.0
2020-07-13,219,465984776.0,3.0,1.0,2.0,100.0,23.0,27.0,1.0,1.0,1.0,2.0
2020-07-14,220,529361805.0,3.0,1.0,2.0,100.0,22.333333333333332,27.666666666666668,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667
2020-07-15,221,476697855.0,3.0,1.0,2.0,100.0,21.666666666666668,28.333333333333332,1.6666666666666665,1.6666666666666665,1.0,1.3333333333333335
2020-07-16,222,480507736.0,0.0,0.0,0.0,0,21.0,29.0,2.0,2.0,1.0,1.0
2020-07-17,223,480057983.0,0.0,0.0,0.0,0,21.0,30.0,2.0,1.0,1.0,1.0
2020-07-18,224,525015375.0,0.0,0.0,0.0,10,22.0,30.0,2.0,1.0,1.0,1.0
2020-07-19,225,588071060.0,3.0,0.0,2.0,40,22.0,28.0,1.0,1.0,2.0,1.0
2020-07-20,226,556202813.0,3.0,1.0,2.0,100.0,23.0,28.0,1.0,1.0,1.0,2.0
2020-07-21,227,506686096.0,3.0,1.0,2.0,100.0,23.0,27.0,1.0,1.0,1.0,1.0
2020-07-22,228,454273249.0,3.0,1.0,2.0,100.0,23.0,28.0,1.0,1.0,1.0,1.0
2020-07-23,229,361154111.0,3.0,1.0,2.0,100.0,22.666666666666668,28.333333333333332,1.0,1.0,1.0,1.0
2020-07-24,230,548848238.0,3.0,1.0,2.0,100.0,22.333333333333332,28.666666666666668,1.0,1.0,1.0,1.0
2020-07-25,231,527337410.0,2.0,1.0,1.0,100.0,22.0,29.0,1.0,1.0,1.0,1.0
2020-07-26,232,606772016.0,2.0,1.0,1.0,100.0,21.0,29.0,1.0,1.0,2.0,1.0
2020-07-27,233,539706213.0,3.0,0.0,2.0,40,22.0,29.0,1.0,1.0,1.0,1.0
2020-07-28,234,499412934.0,3.0,1.0,2.0,100.0,22.0,28.0,1.0,1.0,2.0,1.0
2020-07-29,235,442360938.0,3.0,1.0,2.0,100.0,23.0,29.0,1.0,1.0,1.0,1.0
2020-07-30,236,492962763.0,3.0,1.0,2.0,100.0,23.0,30.0,1.0,1.0,1.0,1.0
2020-07-31,237,470823845.0,3.0,0.0,2.0,40,23.0,29.0,1.0,1.0,1.0,1.0
2020-08-01,238,477452785.0,3.0,0.0,2.0,40,23.0,28.666666666666668,1.0,1.0,1.0,1.0
2020-08-02,239,530325492.0,3.0,0.0,2.0,40,23.0,28.333333333333332,1.0,1.0,1.0,1.0
2020-08-03,240,528416603.0,3.0,1.0,2.0,100.0,23.0,28.0,1.0,1.0,1.0,1.0
2020-08-04,241,529545727.0,3.0,1.0,2.0,100.0,24.0,29.0,1.0,1.0,1.0,1.0
2020-08-05,242,464622405.0,3.0,1.0,2.0,100.0,24.0,29.0,1.0,1.0,1.0,2.0
2020-08-06,243,473731097.0,3.0,1.0,2.0,100.0,24.0,29.0,1.0,1.0,2.0,1.0
2020-08-07,244,464886487.0,3.0,1.0,2.0,100.0,24.0,28.0,1.0,1.0,1.0,2.0
2020-08-08,245,453782799.0,3.0,1.0,2.0,100.0,23.0,29.0,1.0,1.0,1.0,1.0
