,date,dscamt,REG_ID,TM_FC,TM_EF,MOD,STN,C,SKY,PRE,CONF,WF,RN_ST,MIN,MAX,MIN_L,MIN_H,MAX_L,MAX_H
439,2021-02-24,415795628.0,,,,,,,,,,,,,,,,,
440,2021-02-25,402865903.0,,,,,,,,,,,,,,,,,
441,2021-02-26,399123793.0,11B10101,202102230600,202102260000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,2,13,2,1,1,2
442,2021-02-27,385001856.0,11B10101,202102230600,202102270000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,2,14,1,2,1,1
443,2021-02-28,454828449.0,11B10101,202102230600,202102280000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",20,2,14,2,2,1,1
444,2021-03-01,386269957.0,11B10101,202102230600,202103010000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",5,10,1,2,2,2
445,2021-03-02,557207109.0,11B10101,202102230600,202103020000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",20,-1,6,4,3,2,1
446,2021-03-03,422164050.0,11B10101,202102230600,202103030000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,-2,6,2,2,2,1
447,2021-03-04,402406499.0,11B10101,202102230600,202103040000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,-1,9,2,1,1,1
448,2021-03-05,387295230.0,,,,,,,,,,,,,,,,,
449,2021-03-06,403859346.0,,,,,,,,,,,,,,,,,
450,2021-03-07,538053623.0,11B10101,202103040600,202103070000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,1,9,1,2,1,1
451,2021-03-08,472236913.0,11B10101,202103040600,202103080000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,0,12,1,1,1,1
452,2021-03-09,407508651.0,11B10101,202103040600,202103090000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,3,12,3,2,1,1
453,2021-03-10,400220689.0,11B10101,202103040600,202103100000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,3,14,2,3,1,1
454,2021-03-11,394675399.0,11B10101,202103040600,202103110000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,4,13,2,2,1,1
455,2021-03-12,381472989.0,11B10101,202103040600,202103120000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,4,13,1,1,1,1
456,2021-03-13,416770627.0,11B10101,202103040600,202103130000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,3,13,2,2,1,1
457,2021-03-14,527194948.0,,,,,,,,,,,,,,,,,
458,2021-03-15,469908775.0,,,,,,,,,,,,,,,,,
459,2021-03-16,409044824.0,11B10101,202103130600,202103160000,A01,109,2,WB03,WB09,¾øA½,"""구름많고","비""",5,14,1,1,1,1
460,2021-03-17,401697899.0,11B10101,202103130600,202103170000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,3,15,1,4,2,2
461,2021-03-18,392490039.0,11B10101,202103130600,202103180000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,6,16,3,2,2,1
462,2021-03-19,398425683.0,11B10101,202103130600,202103190000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",20,6,16,2,2,1,2
463,2021-03-20,357244767.0,11B10101,202103130600,202103200000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,5,12,2,2,1,1
464,2021-03-21,529496549.0,11B10101,202103130600,202103210000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",40,3,12,1,1,2,2
465,2021-03-22,482471042.0,11B10101,202103130600,202103220000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,3,12,1,2,2,1
466,2021-03-23,412434229.0,,,,,,,,,,,,,,,,,
467,2021-03-24,395630101.0,,,,,,,,,,,,,,,,,
468,2021-03-25,393613735.0,11B10101,202103220600,202103250000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",40,7,17,1,2,1,1
469,2021-03-26,382421407.0,11B10101,202103220600,202103260000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,7,17,1,1,1,1
470,2021-03-27,341972626.0,11B10101,202103220600,202103270000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,9,15,1,1,2,1
471,2021-03-28,489243899.0,11B10101,202103220600,202103280000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",10,16,1,2,1,3
472,2021-03-29,481931893.0,11B10101,202103220600,202103290000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",20,7,17,1,2,1,2
473,2021-03-30,415814594.0,11B10101,202103220600,202103300000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,7,18,1,1,1,2
474,2021-03-31,396140904.0,11B10101,202103220600,202103310000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,9,19,2,1,1,3
475,2021-04-03,,11B10101,202103310600,202104030000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",13,18,1,1,1,3
476,2021-04-04,,11B10101,202103310600,202104040000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",9,14,1,1,1,2
477,2021-04-05,,11B10101,202103310600,202104050000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,5,17,2,1,1,2
478,2021-04-06,,11B10101,202103310600,202104060000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,8,15,1,1,1,1
479,2021-04-07,,11B10101,202103310600,202104070000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,6,16,1,1,1,1
480,2021-04-08,,11B10101,202103310600,202104080000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,7,16,2,2,3,1
481,2021-04-09,,11B10101,202103310600,202104090000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,7,17,3,2,3,2
482,2021-04-12,,11B10101,202104090600,202104120000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,10,18,1,1,2,1
483,2021-04-13,,11B10101,202104090600,202104130000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",12,18,2,1,2,1
484,2021-04-14,,11B10101,202104090600,202104140000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,6,17,2,2,2,2
485,2021-04-15,,11B10101,202104090600,202104150000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,7,18,2,2,2,2
486,2021-04-16,,11B10101,202104090600,202104160000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",40,8,17,2,2,2,2
487,2021-04-17,,11B10101,202104090600,202104170000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",20,8,19,2,2,2,2
488,2021-04-18,,11B10101,202104090600,202104180000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,10,19,2,2,2,2
489,2021-04-21,,11B10101,202104180600,202104210000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,11,25,3,2,1,1
490,2021-04-22,,11B10101,202104180600,202104220000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,13,25,1,2,2,1
491,2021-04-23,,11B10101,202104180600,202104230000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,13,22,1,2,3,4
492,2021-04-24,,11B10101,202104180600,202104240000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,11,23,3,2,2,2
493,2021-04-25,,11B10101,202104180600,202104250000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,12,22,3,3,2,1
494,2021-04-26,,11B10101,202104180600,202104260000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,11,21,1,2,2,2
495,2021-04-27,,11B10101,202104180600,202104270000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,10,20,1,2,2,2
496,2021-04-30,,11B10101,202104270600,202104300000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",11,18,1,1,2,2
497,2021-05-01,384494959.0,11B10101,202104270600,202105010000,A01,109,2,WB03,WB09,¾øA½,"""구름많고","비""",9,17,1,1,1,1
498,2021-05-02,547449873.0,11B10101,202104270600,202105020000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,9,20,1,1,1,1
499,2021-05-03,494937017.0,11B10101,202104270600,202105030000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,11,22,2,1,1,1
500,2021-05-04,352153326.0,11B10101,202104270600,202105040000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",14,22,2,1,2,2
501,2021-05-05,494823769.0,11B10101,202104270600,202105050000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,13,21,2,2,2,3
502,2021-05-06,464455959.0,11B10101,202104270600,202105060000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",20,12,21,1,1,1,1
503,2021-05-07,390750613.0,,,,,,,,,,,,,,,,,
504,2021-05-08,453243464.0,,,,,,,,,,,,,,,,,
505,2021-05-09,567550334.0,11B10101,202105060600,202105090000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,11,20,1,1,1,1
506,2021-05-10,478706075.0,11B10101,202105060600,202105100000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,12,21,1,2,1,1
507,2021-05-11,453169449.0,11B10101,202105060600,202105110000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,13,24,2,1,2,1
508,2021-05-12,440301626.0,11B10101,202105060600,202105120000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,15,25,2,2,1,2
509,2021-05-13,446770892.0,11B10101,202105060600,202105130000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,14,26,1,2,1,2
510,2021-05-14,444267659.0,11B10101,202105060600,202105140000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,15,26,1,2,2,1
511,2021-05-15,422588137.0,11B10101,202105060600,202105150000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,16,25,2,1,2,2
512,2021-05-16,509114568.0,,,,,,,,,,,,,,,,,
513,2021-05-17,603141806.0,,,,,,,,,,,,,,,,,
514,2021-05-18,470386536.0,11B10101,202105150600,202105180000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,14,25,1,1,1,1
515,2021-05-19,498387437.0,11B10101,202105150600,202105190000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,15,26,1,1,1,1
516,2021-05-20,461245235.0,11B10101,202105150600,202105200000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,17,26,2,1,2,3
517,2021-05-21,435455309.0,11B10101,202105150600,202105210000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,16,24,1,2,1,3
518,2021-05-22,491607809.0,11B10101,202105150600,202105220000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,15,26,1,2,1,1
519,2021-05-23,589078023.0,11B10101,202105150600,202105230000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,17,27,1,2,2,2
520,2021-05-24,521211250.0,11B10101,202105150600,202105240000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,17,26,2,3,2,3
521,2021-05-25,431732947.0,,,,,,,,,,,,,,,,,
522,2021-05-26,453047935.0,,,,,,,,,,,,,,,,,
523,2021-05-27,420799907.0,11B10101,202105240600,202105270000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",15,22,1,1,2,1
524,2021-05-28,421553987.0,11B10101,202105240600,202105280000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",40,15,22,1,1,1,2
525,2021-05-29,460817861.0,11B10101,202105240600,202105290000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",20,14,23,1,1,1,1
526,2021-05-30,562838486.0,11B10101,202105240600,202105300000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,15,25,2,1,1,1
527,2021-05-31,545210299.0,11B10101,202105240600,202105310000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,16,26,3,2,1,1
528,2021-06-01,474423348.0,11B10101,202105240600,202106010000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",20,16,26,2,1,2,2
529,2021-06-02,479393077.0,11B10101,202105240600,202106020000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,18,26,2,2,1,2
530,2021-06-03,382715595.0,,,,,,,,,,,,,,,,,
531,2021-06-04,506193040.0,,,,,,,,,,,,,,,,,
532,2021-06-05,498842146.0,11B10101,202106020600,202106050000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,15,25,1,1,0,1
533,2021-06-06,631117740.0,11B10101,202106020600,202106060000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,16,25,1,0,1,0
534,2021-06-07,542451419.0,11B10101,202106020600,202106070000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",20,17,27,1,0,1,1
535,2021-06-08,492827472.0,11B10101,202106020600,202106080000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",20,18,29,1,1,1,1
536,2021-06-09,486150669.0,11B10101,202106020600,202106090000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,19,28,1,1,1,2
537,2021-06-10,461296965.0,11B10101,202106020600,202106100000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,19,28,2,1,2,2
538,2021-06-11,483420343.0,11B10101,202106020600,202106110000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,19,28,2,2,1,2
539,2021-06-12,529935698.0,,,,,,,,,,,,,,,,,
540,2021-06-13,642853846.0,,,,,,,,,,,,,,,,,
541,2021-06-14,577475094.0,11B10101,202106110600,202106140000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,21,31,0,0,1,1
542,2021-06-15,492084235.0,11B10101,202106110600,202106150000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,20,30,1,1,1,1
543,2021-06-16,495580879.0,11B10101,202106110600,202106160000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,20,30,1,1,1,1
544,2021-06-17,476133906.0,11B10101,202106110600,202106170000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",21,26,1,1,1,2
545,2021-06-18,452126470.0,11B10101,202106110600,202106180000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,20,27,1,1,3,1
546,2021-06-19,534647688.0,11B10101,202106110600,202106190000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,19,28,1,1,1,2
547,2021-06-20,635855805.0,11B10101,202106110600,202106200000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,19,28,2,2,1,2
548,2021-06-21,576464965.0,,,,,,,,,,,,,,,,,
549,2021-06-22,492243859.0,,,,,,,,,,,,,,,,,
550,2021-06-23,484924080.0,11B10101,202106200600,202106230000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",40,19,27,1,1,0,1
551,2021-06-24,484524201.0,11B10101,202106200600,202106240000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,19,28,1,0,1,1
552,2021-06-25,476593686.0,11B10101,202106200600,202106250000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,20,28,1,1,1,1
553,2021-06-26,521303568.0,11B10101,202106200600,202106260000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,21,29,1,1,1,1
554,2021-06-27,612279646.0,11B10101,202106200600,202106270000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,21,29,1,1,1,1
555,2021-06-28,578095122.0,11B10101,202106200600,202106280000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,21,29,1,1,2,1
556,2021-06-29,507051923.0,11B10101,202106200600,202106290000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",40,21,28,1,1,2,1
557,2021-06-30,500730048.0,,,,,,,,,,,,,,,,,
558,2021-07-01,500807980.0,,,,,,,,,,,,,,,,,
559,2021-07-02,487637410.0,11B10101,202106290600,202107020000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",20,22,31,0,0,1,1
560,2021-07-03,450255562.0,11B10101,202106290600,202107030000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,21,30,1,1,2,1
561,2021-07-04,701012330.0,11B10101,202106290600,202107040000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,21,29,1,1,1,2
562,2021-07-05,585200026.0,11B10101,202106290600,202107050000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,22,29,1,1,1,1
563,2021-07-06,508091326.0,11B10101,202106290600,202107060000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,22,29,1,1,1,2
564,2021-07-07,493207975.0,11B10101,202106290600,202107070000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,22,29,1,1,2,2
565,2021-07-08,515110462.0,11B10101,202106290600,202107080000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",22,29,1,1,1,1
566,2021-07-09,499413555.0,,,,,,,,,,,,,,,,,
567,2021-07-10,581148042.0,,,,,,,,,,,,,,,,,
568,2021-07-11,699984405.0,11B10101,202107080600,202107110000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,24,31,1,0,1,0
569,2021-07-12,607317872.0,11B10101,202107080600,202107120000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,23,34,1,0,1,1
570,2021-07-13,556173837.0,11B10101,202107080600,202107130000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,25,34,1,1,1,1
571,2021-07-14,552000248.0,11B10101,202107080600,202107140000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,25,33,1,1,1,1
572,2021-07-15,540290022.0,11B10101,202107080600,202107150000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,25,33,1,1,1,1
573,2021-07-16,518159536.0,11B10101,202107080600,202107160000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,24,33,1,1,1,1
574,2021-07-17,590293934.0,11B10101,202107080600,202107170000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,24,32,1,1,1,1
575,2021-07-18,696883918.0,,,,,,,,,,,,,,,,,
576,2021-07-19,599082665.0,,,,,,,,,,,,,,,,,
577,2021-07-20,551012033.0,11B10101,202107170600,202107200000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,25,34,0,1,2,1
578,2021-07-21,557014404.0,11B10101,202107170600,202107210000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,26,34,1,1,1,1
579,2021-07-22,552735146.0,11B10101,202107170600,202107220000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",20,25,34,1,1,1,1
580,2021-07-23,526892423.0,11B10101,202107170600,202107230000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,25,34,1,1,1,1
581,2021-07-24,591415492.0,11B10101,202107170600,202107240000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,25,33,1,1,1,1
582,2021-07-25,677423410.0,11B10101,202107170600,202107250000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",20,24,33,1,1,1,1
583,2021-07-26,581245285.0,11B10101,202107170600,202107260000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,25,33,1,1,1,1
584,2021-07-27,535055800.0,,,,,,,,,,,,,,,,,
585,2021-07-28,513887930.0,,,,,,,,,,,,,,,,,
586,2021-07-29,512028898.0,11B10101,202107260600,202107290000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,25,34,1,0,1,1
587,2021-07-30,494759304.0,11B10101,202107260600,202107300000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,26,34,0,1,1,1
588,2021-07-31,546225447.0,11B10101,202107260600,202107310000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,26,35,1,1,1,1
